,Open,High,Low,Close,Volume,ADS_Index,SP500,Mkt-RF,SMB,HML,AMZN,FB,GOOGL,NFLX,NVDA,TSLA
475,169.9,170.7,169.56,170.01,126793,0.356758236,2582.14,0.21,0.56,0.0,1128.035,178.835,1035.42,193.5075,19.78,633.949375
476,170.32,173.7,169.91,173.05,192484,0.344208292,2599.03,0.67,0.41,-0.35,1133.6125,180.38,1044.3375,195.76,20.4225,638.5225
477,173.2,175.0,173.05,174.98,195607,0.331449893,2597.08,-0.05,0.1,-0.03,1150.075,181.3025,1051.7275,195.805,20.5475,644.7275
478,175.0,175.64,174.64,174.89,94903,0.30530106100000004,2602.42,0.21,0.02,-0.45,1174.8525,181.75,1055.035,196.3925,20.5925,652.0075
479,174.86,175.5,173.34,173.81,162365,0.26467049,2601.42,-0.06,-0.37,0.03,1197.515,182.8775,1064.735,195.13,20.66,660.064375
480,173.95,174.87,171.86,173.06,207347,0.250845303,2627.04,1.06,0.39,0.86,1195.5675,182.9225,1067.78,196.8575,20.8775,660.781875
481,172.74,173.35,167.16,169.1,348090,0.236820781,2626.07,0.02,0.04,1.44,1174.6775,178.5175,1048.2275,192.905,20.775,648.581875
482,169.2,172.14,168.44,171.49,248699,0.222595099,2647.58,0.82,-0.56,-0.51,1171.2925,176.6325,1038.5825,188.4325,20.505,643.735
483,170.95,171.67,168.5,171.0,295334,0.208166409,2642.22,-0.22,-0.37,0.37,1166.1025,175.455,1026.865,187.155,20.915,638.894375
484,172.23,172.73,169.36,169.6,260889,0.165126462,2639.44,-0.1,-0.35,1.23,1152.0775,173.7675,1021.1,184.975,21.045,632.98
485,169.45,171.52,168.4,170.01,219454,0.15068996099999998,2629.57,-0.43,-0.44,-0.24,1140.2775,172.12,1016.125,184.1825,21.04,628.17625
486,168.96,170.21,166.46,169.42,225650,0.136157298,2629.27,-0.09,-0.45,-0.52,1147.07,174.2825,1027.0,184.505,20.9375,633.214375
487,169.65,170.44,168.91,169.5,205638,0.121526584,2636.98,0.42,0.25,-0.17,1158.4575,178.315,1041.13,185.5225,20.6425,640.85625
488,169.95,171.0,168.82,169.37,183188,0.10679591599999999,2651.5,0.51,-0.44,-0.13,1164.31,180.1975,1049.9675,187.535,20.4775,645.5025
489,169.8,172.89,168.79,172.78,283276,0.062140262,2659.99,0.26,-0.4,-0.14,1164.4225,179.46,1051.4375,187.6325,20.3525,645.738125
490,172.26,172.68,171.46,171.55,155433,0.047507680999999996,2664.11,0.07,-0.52,0.52,1167.1775,177.91,1052.3425,186.08,19.885,645.8775
491,171.74,173.54,171.51,172.57,188292,0.033127396,2662.85,0.02,0.71,-0.88,1166.265,177.9175,1051.1,186.9125,19.9075,645.54875
492,172.51,173.13,171.65,172.44,166905,0.018997537,2652.01,-0.47,-0.69,-0.21,1169.695,178.8125,1057.21,189.035,19.53,648.688125
493,172.5,174.15,172.11,174.12,348186,0.005116267,2675.81,0.92,0.68,0.03,1176.945,179.4575,1062.2575,189.6875,19.7875,652.086875
494,174.24,177.2,174.24,176.59,235802,-0.03526048,2690.16,0.67,0.75,0.26,1189.1625,180.545,1079.7375,190.1875,20.3075,659.908125
495,175.38,175.39,174.09,174.64,219460,-0.048674042,2681.47,-0.3,-0.36,-0.26,1189.0375,179.95,1079.9925,188.615,20.425,659.39875
496,175.1,175.42,173.25,174.24,181620,-0.062150124,2679.25,0.01,0.36,0.05,1181.8325,178.8475,1076.915,187.74,20.585,656.33375
497,174.0,176.02,173.82,175.16,161919,-0.07569048,2684.57,0.24,0.27,0.63,1175.1525,177.695,1073.0875,188.8825,20.79,653.704375
498,175.18,175.43,174.5,175.0,122881,-0.089296869,2683.34,-0.07,-0.23,-0.2,1170.3775,177.1825,1069.6825,189.06,20.655,651.575625
499,174.5,174.5,169.67,170.6,286281,-0.144234806,2680.5,-0.07,0.34,-0.06,1170.7825,176.215,1065.185,187.765,20.595,649.986875
500,171.11,171.11,169.71,170.65,176098,-0.15811831199999998,2682.62,0.05,-0.13,-0.19,1180.95,177.065,1063.3875,186.8875,20.5425,652.0725
501,170.76,171.85,170.48,170.84,136427,-0.17208656600000002,2687.54,0.22,0.12,0.04,1187.155,178.1725,1058.8375,190.2175,20.4575,653.595625
502,170.8,171.35,169.01,169.1,197951,-0.186141387,2673.61,-0.57,-0.3,0.02,1178.43,177.35,1054.5775,192.8475,20.2375,650.80125
503,169.1,172.3,169.0,172.3,227106,-0.24300127,2695.81,0.85,0.36,-0.22,1177.9,179.025,1064.25,197.1775,20.065,654.588125
504,172.66,174.55,171.91,172.0,237711,-0.255816931,2713.06,0.59,-0.39,-0.21,1195.855,183.0975,1083.9525,203.9175,20.035,666.705625
505,172.4,173.47,172.08,173.33,180667,-0.267188503,2723.99,0.42,-0.26,0.24,1209.695,185.0025,1097.455,205.78,19.595,674.483125
506,172.7,175.24,172.7,175.07,187556,-0.277117463,2743.15,0.66,-0.34,-0.26,1220.67,185.98,1106.24,208.2425,19.27,680.283125
507,175.1,175.61,173.93,174.8,158295,-0.298250783,2747.71,0.19,-0.16,0.07,1240.9075,187.515,1113.18,210.735,19.6275,688.084375
508,174.79,175.06,173.41,174.0,176614,-0.303223839,2751.29,0.15,-0.36,-0.03,1250.5225,187.935,1113.2325,210.755,19.9125,690.61125
509,173.9,174.45,172.5,174.45,196765,-0.307572345,2748.23,-0.07,0.07,0.58,1249.8125,187.1825,1108.8175,209.965,19.7825,688.944375
510,174.48,175.49,174.0,175.24,151576,-0.31129686300000003,2767.56,0.87,1.16,0.29,1267.3225,187.94,1112.0125,215.575,19.8025,695.7125
511,175.7,177.38,175.4,177.35,184725,-0.314397881,2786.24,0.66,-0.3,0.17,1292.1275,182.7125,1122.7625,219.4375,19.585,704.26
512,177.4,179.39,175.7,175.75,248837,-0.318002088,2776.42,-0.49,-1.02,-0.02,1311.685,180.0825,1136.0875,221.675,19.7675,712.3825
513,174.21,179.45,173.2,179.45,280871,-0.31531614,2802.56,0.95,-0.02,-0.15,1301.48,178.055,1134.355,219.1775,19.785,708.266875
514,179.26,180.1,176.25,178.94,251469,-0.311082115,2798.03,-0.18,-0.5,-0.25,1294.6725,178.865,1135.53,218.93,19.9725,706.999375
515,178.9,179.77,177.41,178.68,218272,-0.30529946,2810.3,0.57,0.94,-0.07,1301.0125,180.9125,1139.55,221.215,20.105,710.6725
516,177.89,177.92,176.6,177.35,211856,-0.278753048,2832.97,0.77,-0.34,-0.14,1315.6425,183.4075,1154.93,234.8125,20.4725,722.198125
517,177.8,179.44,176.5,177.2,274507,-0.267564464,2839.13,0.22,0.14,-0.33,1349.2775,187.525,1171.93,250.1275,20.835,739.715
518,177.25,177.98,173.2,174.16,427422,-0.255517846,2837.54,-0.13,-0.8,0.39,1362.665,188.3325,1175.875,255.7925,20.63,745.66625
519,174.69,175.23,170.53,171.75,342417,-0.242611627,2839.25,0.07,0.17,-0.49,1370.1775,187.45,1178.7825,266.205,20.1225,750.65375
520,172.01,172.73,170.06,171.39,327445,-0.22884412899999998,2872.87,1.11,-0.62,-0.5,1393.97,188.56,1183.5775,272.245,19.63,759.588125
521,171.49,172.6,167.07,168.09,398964,-0.181761098,2853.53,-0.62,-0.02,-0.26,1414.71,187.8925,1188.86,279.725,19.445,767.796875
522,168.0,168.0,164.7,167.08,392289,-0.163702237,2822.43,-1.06,0.11,-0.17,1420.1875,185.7775,1180.6825,279.8,19.4925,766.611875
523,166.5,168.45,165.55,166.86,255997,-0.14453909199999998,2823.81,-0.07,-0.72,0.06,1456.895,187.29,1182.1475,276.1475,19.3675,775.62
524,168.0,174.25,162.55,173.49,381389,-0.124269169,2821.98,0.03,0.1,0.51,1452.64,191.4725,1158.2175,269.0925,19.84,767.855625
525,171.55,172.33,160.0,160.02,737266,-0.104228925,2762.13,-2.13,0.03,-0.27,1452.6825,191.46,1131.055,265.7575,20.14,760.23875
526,160.0,163.88,155.37,155.42,608542,-0.050656585999999997,2648.94,-4.03,0.78,-0.56,1393.925,184.4375,1086.595,258.475,20.3275,730.858125
527,155.61,163.72,154.0,162.86,550175,-0.034408537999999995,2695.14,1.67,-0.51,-0.23,1402.95,181.58,1064.0975,257.19,20.555,726.454375
528,161.65,163.4,158.76,158.9,409336,-0.018859584,2681.66,-0.37,0.51,0.27,1429.59,182.16,1064.4,265.5525,20.3425,735.425625
529,159.8,161.0,155.03,156.25,433110,-0.004007703,2581.0,-3.68,0.83,0.47,1388.3125,176.58,1033.88,258.6775,20.655,714.3625
530,156.51,157.89,150.24,156.74,543160,0.010149038,2619.55,1.36,-0.62,0.11,1336.6675,173.2425,1027.8825,249.0175,21.52,696.7025
531,157.65,163.89,157.0,162.65,458969,0.04838291,2656.0,1.36,-0.43,-0.29,1368.9575,176.0175,1056.015,255.3,21.95,714.0725
532,162.65,164.75,161.43,164.1,266231,0.05913319,2662.94,0.31,0.05,-0.23,1398.885,175.0,1053.2325,258.0575,22.165,721.29375
533,165.0,168.93,161.79,168.93,329474,0.068636607,2698.63,1.52,0.26,0.46,1431.3825,176.515,1063.51,263.7225,22.315,733.7825
534,169.6,173.3,168.87,173.3,447937,0.076894395,2731.2,1.21,-0.14,-0.65,1458.9075,179.4575,1084.175,274.8325,22.2375,749.343125
535,173.35,174.82,171.77,171.95,344892,0.08390763,2732.22,0.03,0.36,0.13,1458.5675,178.7725,1098.2675,280.005,22.145,753.903125
536,171.1,174.26,170.18,172.23,291157,0.103340799,2716.26,-0.62,-0.36,-0.26,1457.8825,176.5025,1100.805,279.92,22.2175,753.7775
537,171.9,174.11,170.42,170.55,311703,0.107806493,2701.33,-0.43,0.78,0.2,1480.37,177.525,1113.6575,281.56,22.3025,763.278125
538,170.55,173.95,170.0,173.02,268722,0.112204469,2703.96,0.01,0.04,-0.39,1486.15,178.435,1112.835,279.675,22.185,764.27375
539,173.3,175.75,173.25,175.48,282591,0.116535297,2747.3,1.54,-0.36,-0.14,1495.63,181.5925,1120.46,282.585,22.3,770.066875
540,176.0,179.39,175.91,179.05,322822,0.12927616,2779.6,1.12,-0.49,-0.07,1514.9425,184.445,1137.61,290.7475,22.2125,781.93625
541,179.02,180.48,178.16,178.75,332757,0.133729855,2744.28,-1.25,-0.2,0.01,1520.3225,183.04,1130.3175,293.535,22.155,781.80375
542,178.71,180.62,178.06,178.49,281872,0.13835942,2713.83,-1.1,-0.4,-0.31,1519.2775,180.485,1114.04,292.72,22.3625,776.630625
543,179.37,179.78,172.66,175.19,413333,0.143165459,2677.67,-1.18,1.01,-0.04,1505.565,177.4725,1088.89,290.54,22.3675,765.616875
544,174.37,176.3,172.2,176.05,325633,0.148232797,2691.25,0.7,1.16,-0.5,1486.7525,175.7375,1071.935,294.4725,22.3,757.224375
545,176.1,177.74,174.52,176.89,230149,0.164231465,2720.94,1.06,-0.39,0.25,1508.4925,178.51,1087.805,307.305,22.6375,770.528125
546,177.37,178.25,173.4,173.94,202621,0.169541285,2728.12,0.36,0.67,0.1,1523.5275,179.4275,1092.48,319.4975,22.735,778.733125
547,175.0,175.85,174.27,174.9,261639,0.17474253899999997,2726.8,0.05,0.8,-0.45,1531.765,180.6025,1102.2275,319.065,22.615,783.415
548,175.0,177.12,174.9,177.07,197289,0.17983590100000002,2738.97,0.37,-0.49,-0.33,1549.22,183.0225,1123.6425,319.5675,22.89,793.863125
549,177.07,180.0,176.5,179.85,257860,0.184822034,2786.57,1.7,-0.27,0.28,1566.0225,183.6775,1144.255,324.885,23.08,804.71
550,180.1,182.39,180.1,181.89,281157,0.199308343,2783.02,-0.09,0.46,-0.06,1594.385,185.0075,1166.7575,327.0775,22.64,818.306875
551,181.5,183.5,179.01,179.82,269306,0.20403882399999998,2765.31,-0.67,0.09,-0.01,1595.0225,183.235,1154.2725,318.9925,22.53,812.880625
552,180.05,181.08,177.81,178.6,250332,0.208667252,2749.48,-0.53,0.23,-0.54,1597.9925,183.0825,1149.4675,319.9475,22.8625,812.6225
553,178.43,180.24,178.07,179.0,187992,0.213194227,2747.33,-0.18,-0.41,0.31,1590.7775,183.6725,1149.6925,321.635,23.0475,811.444375
554,178.65,179.12,177.62,178.15,233533,0.21762034,2752.01,0.25,0.46,0.2,1578.53,184.53,1143.4625,320.81,22.9125,806.833125
555,177.0,177.47,173.66,174.75,267591,0.230462031,2712.92,-1.38,0.34,0.41,1547.1675,177.0,1107.4125,314.36,23.035,786.485
556,175.51,176.8,174.94,175.37,159017,0.234553106,2716.94,0.15,-0.07,-0.38,1568.93,167.915,1097.935,315.7525,23.4075,787.633125
557,175.0,175.51,171.27,171.77,303369,0.23844602399999998,2711.93,-0.06,0.75,0.45,1580.4475,168.135,1096.6375,317.1475,23.1025,790.591875
558,171.3,172.68,167.55,167.7,347483,0.242141291,2643.69,-2.54,0.5,-0.46,1547.9975,166.2725,1063.3475,310.505,22.615,772.030625
559,168.11,169.92,164.92,165.15,322725,0.24563938800000001,2588.26,-2.09,0.2,-0.2,1516.5925,161.925,1040.425,304.27,21.7975,755.803125
560,166.85,173.1,166.44,173.0,282622,0.255217987,2658.55,2.67,-0.69,0.02,1532.565,156.3775,1042.67,312.5575,20.8625,761.0425
561,173.3,175.15,167.0,168.75,334708,0.258802414,2612.62,-1.87,-0.24,0.39,1535.3275,156.27,1035.3475,311.0,21.16,759.48625
562,167.9,170.02,165.19,166.85,327682,0.262799613,2605.0,-0.35,0.11,0.65,1451.79,152.8025,1004.26,293.0025,21.4725,725.46375
563,167.8,171.75,166.9,168.17,259621,0.26721010100000003,2640.87,1.41,-0.29,-0.21,1423.625,157.37,1025.3575,288.9225,21.1375,723.81875
564,167.6,168.94,164.47,166.58,294366,0.28861812,2581.88,-2.29,-0.14,0.39,1398.065,157.5175,1019.63,285.775,20.93,715.246875
565,167.5,168.75,164.88,168.0,236945,0.293309718,2614.45,1.24,-0.05,0.17,1381.835,155.305,1013.755,283.0525,21.125,708.486875
566,165.75,172.01,163.59,171.98,278635,0.297002718,2644.69,1.17,0.32,-0.31,1386.2625,155.98,1016.76,283.6675,21.2825,710.6675
567,173.01,174.24,169.19,169.59,222113,0.29969759999999995,2662.84,0.75,0.03,0.48,1430.9,158.65,1029.7725,290.34,21.8275,727.415625
568,170.81,172.48,168.2,168.49,264873,0.301394715,2604.47,-2.19,0.4,-0.06,1422.32,158.08,1018.625,290.59,21.915,722.40375
569,170.14,173.09,169.6,170.14,236306,0.300746656,2613.16,0.3,-0.15,-0.5,1416.31,157.985,1026.7075,293.135,22.2575,723.534375
570,172.23,174.0,171.59,172.9,236439,0.298829749,2656.87,1.77,0.4,-0.12,1428.56,161.6425,1031.905,295.94,22.65,729.511875
571,172.5,173.93,171.51,172.72,182511,0.29604542300000003,2642.19,-0.49,0.92,-0.31,1433.8875,165.6325,1028.2825,302.84,22.6225,732.660625
572,172.5,175.0,172.0,173.98,192731,0.292393317,2663.99,0.84,-0.22,0.19,1438.7775,165.42,1034.895,307.9775,22.3975,736.7675
573,173.99,175.84,173.85,174.77,195639,0.287872956,2656.3,-0.37,0.02,-0.25,1439.3275,164.3775,1039.855,312.53,22.495,739.0225
574,175.09,176.34,174.83,176.1,192149,0.269211081,2677.84,0.82,0.08,-0.04,1440.1225,164.9475,1044.3375,317.5975,22.4975,741.75125
575,176.51,178.94,176.41,178.23,205122,0.260744952,2706.39,1.09,0.16,-1.18,1479.8,167.025,1069.2425,331.525,22.3725,761.898125
576,178.74,178.82,176.88,178.2,172431,0.250825518,2708.64,0.13,0.24,0.02,1531.775,167.7175,1080.03,335.72,22.2275,778.810625
577,177.3,177.3,172.5,172.6,297036,0.239451487,2693.13,-0.49,-0.46,1.08,1557.21,167.0125,1083.2525,332.3925,22.19,784.966875
578,172.3,173.12,165.43,166.1,534469,0.226621381,2670.14,-0.81,0.06,0.62,1541.1425,166.9875,1082.8175,330.44,22.045,780.346875
579,166.02,167.26,164.09,165.15,305878,0.18007309999999999,2670.29,-0.05,-0.08,0.2,1526.6025,166.4125,1084.0425,323.795,22.02,775.213125
580,165.99,166.33,161.22,163.08,279019,0.162743651,2634.56,-1.3,0.52,0.98,1495.6225,163.185,1049.26,313.3275,22.0575,755.34875
581,163.1,165.42,161.84,164.99,236514,0.144595482,2639.4,0.1,-0.34,0.01,1462.9925,164.9225,1029.205,305.19,22.1875,740.5775
582,164.5,165.73,163.37,164.83,224838,0.125626231,2666.94,0.96,-0.41,-0.85,1555.6,172.41,1039.155,312.9025,22.21,770.016875
583,164.8,165.16,160.63,162.17,307313,0.105833434,2669.91,0.01,-0.27,0.07,1601.4725,175.0,1040.715,313.535,22.17,782.680625
584,162.7,167.26,161.84,166.25,324534,0.041536272,2648.05,-0.8,0.03,-0.08,1578.3625,173.315,1027.905,313.6175,22.145,773.3
585,166.2,178.0,165.27,175.29,459352,0.018291129,2654.8,0.24,0.22,-0.53,1575.805,172.8975,1028.8025,311.9725,22.5625,772.369375
586,174.36,177.75,173.66,176.5,563183,-0.005310685999999999,2635.67,-0.63,1.26,-0.28,1580.215,175.675,1034.765,313.8025,22.6475,776.114375
587,176.24,177.5,174.44,177.0,285245,-0.027634011,2629.73,-0.25,-0.5,-0.17,1565.83,174.805,1022.56,310.995,22.29,768.5475
588,177.5,184.25,177.47,184.1,487827,-0.048681750999999995,2663.42,1.3,0.03,-0.23,1575.7175,175.225,1037.2825,315.135,22.0975,775.84
589,184.46,187.67,184.23,184.95,373757,-0.103969069,2672.63,0.42,0.42,-0.36,1595.06,177.915,1057.52,324.0075,22.035,788.625625
590,185.16,186.22,183.66,186.0,231366,-0.119318496,2671.92,0.07,0.48,0.26,1592.98,178.15,1058.895,325.745,21.32,788.9425
591,186.36,187.51,185.22,187.48,193523,-0.133011532,2697.79,0.89,-0.19,0.24,1601.5,180.885,1077.42,329.4525,20.6625,797.314375
592,187.44,190.37,187.2,189.85,233792,-0.145049958,2723.07,0.84,-0.43,-0.04,1609.68,184.195,1098.6775,329.995,20.5675,805.636875
